year,estimator,L,delta_all,delta_dir,IE_effect,eta_all,eta_dir,eta_ie,panel,IE_share
2036,IFE,1,-0.023515530207097957,-0.0242035144037005,6.879841966025424e-4,-0.004803598879120906,-0.006507400182346085,0.001703801303225179,L = 1,0.028424971065249757
2037,IFE,1,-0.026635310893356245,-0.027471737658027906,8.364267646716605e-4,-0.005114600427008026,-0.006927855030227725,0.0018132546032196986,L = 1,0.030446809556920636
2038,IFE,1,-0.029963756573975653,-0.030977457593189484,0.0010137010192138307,-0.005427465394083578,-0.007352064149438172,0.0019245987553545946,L = 1,0.03272382880887865
2039,IFE,1,-0.03350247012864038,-0.03472448784037052,0.001222017711730139,-0.005742188185535803,-0.007780027539977399,0.002037839354441595,L = 1,0.035191813838919374
2040,IFE,1,-0.0372528339005338,-0.038716277100654284,0.0014634432001204845,-0.00605876322445175,-0.008211745201845444,0.0021529819773936933,L = 1,0.037799171555566564
2041,IFE,1,-0.041304442455458834,-0.04296344703352761,0.001659004578068779,-0.0064155986126751986,-0.008711493462877954,0.0022958948502027564,L = 1,0.038614326657126295
2042,IFE,1,-0.04547813700500736,-0.0474315404550576,0.0019534034500502395,-0.006737567784935006,-0.009153581406322227,0.002416013621387222,L = 1,0.0411836392263315
2043,IFE,1,-0.04986320271220823,-0.05214669106932046,0.002283488357112229,-0.007061367850335463,-0.009599415187378738,0.0025380473370432742,L = 1,0.043789707655212604
2044,IFE,1,-0.05445988133880719,-0.05711038419074377,0.002650502851936576,-0.007386993354200435,-0.010048994806047491,0.0026620014518470565,L = 1,0.04641017372749804
2045,IFE,1,-0.059268183588952916,-0.06232369853912567,0.003055514950172755,-0.007714438859605936,-0.010502320262328495,0.0027878814027225587,L = 1,0.049026534396936654
2046,IFE,1,-0.06426638896631298,-0.06756483622551401,0.0032984472592010317,-0.00808116877951634,-0.011021720315492731,0.0029405515359763913,L = 1,0.048818992888425936
2047,IFE,1,-0.06947466956055803,-0.07322017620933186,0.003745506648773822,-0.008413581581226147,-0.011484757570855434,0.0030711759896292884,L = 1,0.051154023968279665
2048,IFE,1,-0.074888946546675,-0.07911761210630941,0.004228665559634415,-0.008747794666798323,-0.011951532507087533,0.003203737840289211,L = 1,0.053447841094501264
2049,IFE,1,-0.08050812742488977,-0.0852562000041801,0.00474807257929033,-0.009083802722123885,-0.012422045124188992,0.0033382424020651064,L = 1,0.05569181571613011
2050,IFE,1,-0.08633089490746793,-0.0916345871898131,0.005303692282345174,-0.009421600450687016,-0.012896295422159884,0.0034746949714728683,L = 1,0.0578787163776821
2051,IFE,1,-0.09210967184542118,-0.09758756118869671,0.005477889343275533,-0.00979331913397157,-0.01342693830118595,0.0036336191672143806,L = 1,0.05613306938456436
2052,IFE,1,-0.09828032880860038,-0.10431207145952437,0.006031742650923988,-0.010135642694774231,-0.013910195978946606,0.003774553284172375,L = 1,0.05782401371699776
2053,IFE,1,-0.10464325769122906,-0.11125699946886813,0.0066137417776390706,-0.010479737797887818,-0.014397183384997608,0.003917445587109792,L = 1,0.05944562417836663
2054,IFE,1,-0.11119608543672832,-0.11841900897633928,0.007222923539610959,-0.010825599269577152,-0.014887900519338953,0.004062301249761801,L = 1,0.06099462917354879
2055,IFE,1,-0.1179362336568982,-0.12579439788896296,0.007858164232064757,-0.011173221953528748,-0.01538234738197067,0.004209125428441922,L = 1,0.06246831626795538
2056,IFE,1,-0.12432022606737336,-0.13215094321016585,0.007830717142792487,-0.01154710894704689,-0.015919263142709708,0.004372154195662819,L = 1,0.05925585510455972
2057,IFE,1,-0.13134287243888054,-0.13975252584354525,0.008409653404664708,-0.011898868554205176,-0.016422080735343937,0.004523212181138761,L = 1,0.06017532315716013
2058,IFE,1,-0.13853689849004458,-0.14753923059987983,0.009002332109835254,-0.012252372855977703,-0.01692862026429757,0.004676247408319865,L = 1,0.06101653148950735
2059,IFE,1,-0.14589877427709397,-0.15550568195066905,0.009606907673575082,-0.012607616818841734,-0.017438881729570574,0.004831264910728839,L = 1,0.06177849936456132
2060,IFE,1,-0.15342479534813214,-0.16364621888281605,0.010221423534683916,-0.012964595426511483,-0.01795286513116298,0.0049882697046515,L = 1,0.06246049315690748
2061,IFE,1,-0.16020549677741502,-0.17002250737131785,0.00981701059390283,-0.013337200499120386,-0.018489174023575083,0.0051519735244546965,L = 1,0.057739476647424876
2062,IFE,1,-0.16793288721649713,-0.1782463591693938,0.010313471952896669,-0.013697952446210141,-0.01901088851247104,0.005312936066260901,L = 1,0.05786077202898385
2063,IFE,1,-0.1758045492271466,-0.18660986785469824,0.01080531862755163,-0.014060424382714256,-0.01953631731098481,0.005475892928270552,L = 1,0.057903254269303026
2064,IFE,1,-0.18381602857468216,-0.195106244734371,0.011290216159688837,-0.014424611415552645,-0.02006546041911636,0.005640849003563713,L = 1,0.05786701586645776
2065,IFE,1,-0.19196274094982602,-0.20372852613330172,0.011765785183475708,-0.014790508668681392,-0.020598317836865686,0.005807809168184293,L = 1,0.05775227164691326
2066,IFE,1,-0.19903870426129688,-0.20995705690933286,0.010918352648035978,-0.015163676123720028,-0.021136763051705143,0.005973086927985115,L = 1,0.052002789564491385
2067,IFE,1,-0.20732788239083932,-0.21856693137225836,0.01123904898141903,-0.01553310962335586,-0.02167691333323915,0.006143803709883292,L = 1,0.051421543555813264
2068,IFE,1,-0.21573160692074012,-0.22726868388184984,0.011537076961109727,-0.015904240350231247,-0.022220770356473536,0.0063165300062422896,L = 1,0.0507640417678817
2069,IFE,1,-0.22424481739218216,-0.23605486883334292,0.011810051441160763,-0.01627706355172473,-0.022768334121408336,0.006491270569683606,L = 1,0.050030958901757606
2070,IFE,1,-0.2328623730522983,-0.24491798068034754,0.012055607628049247,-0.016651574492037535,-0.023319604628043535,0.006668030136005999,L = 1,0.049223040278874065
2071,IFE,1,-0.24006692490094483,-0.2507307987708869,0.010663873869942053,-0.017022641874293393,-0.023854742284479244,0.006832100410185852,L = 1,0.04253116857688673
2072,IFE,1,-0.2487716021130557,-0.2594999834296299,0.010728381316574165,-0.01740045607146363,-0.024412850271762043,0.007012394200298416,L = 1,0.04134251253038497
2073,IFE,1,-0.2575603939624256,-0.268315192621005,0.010754798658579423,-0.017779946616278627,-0.024974657509526033,0.007194710893247405,L = 1,0.04008270479775093
2074,IFE,1,-0.26642795523394414,-0.277169030887897,0.01074107565395288,-0.018161108895564628,-0.02554016399777123,0.007379055102206602,L = 1,0.03875279867864165
2075,IFE,1,-0.2753689097532944,-0.2860541458890109,0.01068523613571648,-0.018543938312746103,-0.02610936973649763,0.0075654314237515305,L = 1,0.037353893622161856
2076,IFE,1,-0.2825369589889387,-0.29119375674121106,0.00865679775227235,-0.018909536171126468,-0.02663420729889126,0.007724671127764793,L = 1,0.029728651634402296
2077,IFE,1,-0.2915179429834448,-0.29991823612135493,0.008400293137910131,-0.019295429661840943,-0.02720975578964809,0.007914326127807144,L = 1,0.02800861076854009
2078,IFE,1,-0.30055358129877396,-0.308647783182075,0.008094201883301011,-0.019682980506362465,-0.027788996126675757,0.008106015620313291,L = 1,0.026224720617954823
2079,IFE,1,-0.3096385117637187,-0.31737558431236945,0.0077370725486507474,-0.020072184229631883,-0.028371928309974218,0.008299744080342333,L = 1,0.024378285322149154
2080,IFE,1,-0.31876738488395207,-0.32609494695830443,0.007327562074352367,-0.02046303637295281,-0.02895855233954348,0.008495515966590669,L = 1,0.022470639740668208
2081,IFE,1,-0.32574831300325935,-0.33037860128968866,0.004630288286429307,-0.020821781980652203,-0.029470350320696673,0.00864856834004447,L = 1,0.014015097431716809
2082,IFE,1,-0.3348573700440859,-0.33886888800380544,0.004011517959719546,-0.02121548514269931,-0.030062858299285556,0.008847373156586248,L = 1,0.011837964775552063
2083,IFE,1,-0.3439928440201485,-0.3473287533985836,0.003335909378435087,-0.021610828451389112,-0.030659050686959996,0.009048222235570886,L = 1,0.009604472263794704
2084,IFE,1,-0.35314958995720047,-0.3557522958501308,0.0026027058929303237,-0.02200780756895261,-0.031258927483719993,0.009251119914767384,L = 1,0.007316062112011713
2085,IFE,1,-0.3623225124289463,-0.36413378482776937,0.0018112723988230606,-0.022406418173736602,-0.03186248868956557,0.009456070515828965,L = 1,0.004974194854453753
2086,IFE,1,-0.3690765143793868,-0.3675723665541458,-0.0015041478252409979,-0.02275972383320981,-0.032362937915416015,0.009603214082206202,L = 1,-0.0040921134505888575
2087,IFE,1,-0.37818296938138085,-0.3756822968805228,-0.002500672500858059,-0.023161032688282637,-0.03297201938861736,0.009810986700334721,L = 1,-0.0066563490524370935
2088,IFE,1,-0.38729002343506236,-0.383733120124092,-0.0035569033109703607,-0.023563966099765098,-0.033584777781182934,0.010020811681417836,L = 1,-0.009269211137730634
2089,IFE,1,-0.3963929287638258,-0.39172002067517186,-0.004672908088653949,-0.023968519865866275,-0.034201213093112755,0.010232693227246478,L = 1,-0.01192920413054121
2090,IFE,1,-0.4054870154492023,-0.3996383771349702,-0.005848638314232102,-0.024374689800652806,-0.03482132532440676,0.010446635523753954,L = 1,-0.014634826505305412
2091,IFE,1,-0.41195411538879956,-0.40220599255230727,-0.00974812283649229,-0.02472196142582321,-0.035305583738828236,0.010583622313005024,L = 1,-0.024236642459335156
2092,IFE,1,-0.4209484432336822,-0.40983278031701065,-0.011115662916671543,-0.02513070944496147,-0.03593084659385011,0.010800137148888639,L = 1,-0.027122434930835552
2093,IFE,1,-0.4299207237131184,-0.4173789230587627,-0.012541800654355728,-0.025541068270526754,-0.036559779121591134,0.01101871085106438,L = 1,-0.030048955425068198
2094,IFE,1,-0.43886672549509853,-0.4248407272493133,-0.01402599824578521,-0.025953033834777945,-0.037192381322051264,0.011239347487273321,L = 1,-0.03301472139123376
2095,IFE,1,-0.4477823144902593,-0.4322146947070503,-0.015567619783208975,-0.02636660208556361,-0.03782865319523049,0.011462051109666879,L = 1,-0.036018256606847925
2096,IFE,1,-0.45385138177983375,-0.43382719371750045,-0.020024188062333304,-0.02670624976300894,-0.03829471484624773,0.011588465083238794,L = 1,-0.04615706058152881
2097,IFE,1,-0.4626199605140119,-0.44085995128225364,-0.02176000923175825,-0.027122279363778444,-0.03893578766877815,0.011813508304999708,L = 1,-0.0493580992523105
2098,IFE,1,-0.4713470632213478,-0.4477966165148468,-0.02355044670650097,-0.027539907739840157,-0.0395805230156305,0.012040615275790346,L = 1,-0.052591837092900745
2099,IFE,1,-0.4800290727233387,-0.45463459362064484,-0.02539447910269388,-0.027959130956311303,-0.040228920886804825,0.01226978993049352,L = 1,-0.05585690015459642
2100,IFE,1,-0.4886624798402913,-0.4613714653055032,-0.027291014534788105,-0.02837994509361951,-0.04088098128230106,0.012501036188681551,L = 1,-0.059151934150754204
2021,IFE,2,-9.567761467776936e-5,-1.2154113542517386e-4,2.58635207474045e-5,-3.318619655070392e-4,-6.205101145765048e-4,2.8864814906946556e-4,L = 2,0.21279643848092267
2022,IFE,2,-2.054133062182606e-4,-2.171207519020557e-4,1.1707445683795115e-5,-5.073147241683763e-4,-8.962745493194942e-4,3.889598251511178e-4,L = 2,0.053921357499150536
2023,IFE,2,-4.644420481114686e-4,-2.6955894695190885e-4,-1.9488310115955976e-4,-7.81505411819833e-4,-0.0011410844788105634,3.595790669907304e-4,L = 2,-0.7229702570188784
2024,IFE,2,-8.776553554711297e-4,-2.885479336942609e-4,-5.891074217768688e-4,-0.0010578675092104278,-0.0013915490166415889,3.33681507431161e-4,L = 2,-2.0416275876058574
2025,IFE,2,-0.0014498890808323228,-2.835197353069363e-4,-0.0011663693455253865,-0.00133639341179652,-0.001647668162812561,3.112747510160411e-4,L = 2,-4.113891205007947
2026,IFE,2,-0.0022320903161142658,-3.170603764847124e-4,-0.0019150299396295534,-0.0016390672038370804,-0.001953606331884633,3.145391280475529e-4,L = 2,-6.03995352828924
2027,IFE,2,-0.0031512187458914154,-3.1403196885948503e-4,-0.0028371867770319303,-0.0019249001743035193,-0.0022277544628904558,3.028542885869364e-4,L = 2,-9.03470683999514
2028,IFE,2,-0.004245255273875981,-3.2025229791321497e-4,-0.003925002975962766,-0.002212865398059774,-0.002507542885638489,2.9467748757871473e-4,L = 2,-12.255971312425682
2029,IFE,2,-0.00551859504508434,-3.450417411533513e-4,-0.005173553303930989,-0.002502955744939914,-0.0027929716001287297,2.90015855188816e-4,L = 2,-14.993992572138223
2030,IFE,2,-0.006975498234231714,-3.974427625089705e-4,-0.0065780554717227435,-0.0027951641802804695,-0.0030840406063611992,2.8887642608073014e-4,L = 2,-16.550950456857983
2031,IFE,2,-0.008708800465645372,-5.771151932528751e-4,-0.008131685272392497,-0.0031202767607742526,-0.003445736100659017,3.2545933988476476e-4,L = 2,-14.090229069449276
2032,IFE,2,-0.010557535771625881,-7.295171164564129e-4,-0.009828018655169468,-0.0034191598685060194,-0.003753644572176137,3.3448470367011785e-4,L = 2,-13.471950737644784
2033,IFE,2,-0.012601148920269423,-9.379238986099159e-4,-0.011663225021659507,-0.003720132760417666,-0.00406717896712392,3.470462067062539e-4,L = 2,-12.435150697135889
2034,IFE,2,-0.014843000840486398,-0.0012105602274667948,-0.013632440613019603,-0.004023188871454844,-0.00438633928550241,3.6315041404756643e-4,L = 2,-11.2612659029338
2035,IFE,2,-0.017286265993219585,-0.0015553462478602453,-0.01573091974535934,-0.004328321731464456,-0.004711125527311598,3.8280379584714125e-4,L = 2,-10.114095023536413
2036,IFE,2,-0.020059071273010876,-0.002091995777497968,-0.017967075495512908,-0.0046736255656196135,-0.005124619961925766,4.5099439630615334e-4,L = 2,-8.588485545129338
2037,IFE,2,-0.022921605376972742,-0.0026067645553892183,-0.020314840821583524,-0.004985032617451826,-0.005465570125638258,4.8053750818643175e-4,L = 2,-7.793124538073327
2038,IFE,2,-0.025991517404883036,-0.003213950376507513,-0.022777567028375523,-0.0052984911486216825,-0.0058121317814060275,5.136406327843444e-4,L = 2,-7.087093564004279
2039,IFE,2,-0.02927084802345703,-0.00391998697889262,-0.02535086104456441,-0.005613995155640411,-0.006164304929229055,5.503097735886438e-4,L = 2,-6.467077870683622
2040,IFE,2,-0.032761419338778075,-0.004730952546457723,-0.028030466792320352,-0.005931538729236306,-0.006522089569107379,5.905508398710735e-4,L = 2,-5.924909733729632
2041,IFE,2,-0.036564040947105636,-0.0056592597281683865,-0.03090478121893725,-0.006291880812120985,-0.006976738371782969,6.848575596619835e-4,L = 2,-5.460922930451815
2042,IFE,2,-0.04047437046044777,-0.006657974176158099,-0.033816396284289674,-0.006615244450559898,-0.007349834309150889,7.345898585909916e-4,L = 2,-5.079081923355101
2043,IFE,2,-0.044596192420223835,-0.0077696289318428535,-0.03682656348838098,-0.006940625570939648,-0.007728527216564691,7.879016456250432e-4,L = 2,-4.739809817358447
2044,IFE,2,-0.04893013176363137,-0.008998196358934063,-0.039931935404697305,-0.007268018726239092,-0.008112817094024383,8.447983677852923e-4,L = 2,-4.437771061202724
2045,IFE,2,-0.05347658194803806,-0.010347248701424339,-0.04312933324661372,-0.007597418562882014,-0.008502703941529969,9.052853786479547e-4,L = 2,-4.168193351791844
2046,IFE,2,-0.058208951522932484,-0.011505101608007995,-0.04670384991492449,-0.007967870097844214,-0.008987308545696081,0.0010194384478518688,L = 2,-4.059403515603617
2047,IFE,2,-0.06314972210994729,-0.013007886196529705,-0.05014183591341759,-0.008302627305013882,-0.00939156173146702,0.001088934426453138,L = 2,-3.8547259067191577
2048,IFE,2,-0.06829737272277425,-0.014626714031532706,-0.053670658691241546,-0.008639371938875574,-0.009801397315094289,0.0011620253762187158,L = 2,-3.6693585842682603
2049,IFE,2,-0.07365113229290676,-0.01636282154390667,-0.05728831074900009,-0.008978099100137912,-0.010216815296577853,0.0012387161964399422,L = 2,-3.501126660538177
2050,IFE,2,-0.07921000386192123,-0.01821702452214391,-0.06099297933977732,-0.009318803982117256,-0.010637815675917801,0.0013190116938005454,L = 2,-3.3481307150702144
2051,IFE,2,-0.08469830197709083,-0.019233369724206417,-0.06546493225288441,-0.009694321309183358,-0.011140652924019718,0.0014463316148363595,L = 2,-3.4037162073837033
2052,IFE,2,-0.09059561218687806,-0.021119484135755928,-0.06947612805112213,-0.01003991719965331,-0.01157501128053851,0.0015350940808852007,L = 2,-3.289669747827644
2053,IFE,2,-0.09668618210669189,-0.023101793805789694,-0.07358438830090219,-0.01038747422161266,-0.012014937313792553,0.0016274630921798935,L = 2,-3.1852240098541924
2054,IFE,2,-0.10296789059622524,-0.025178432850397336,-0.0777894577458279,-0.010736988012628236,-0.01246043102378184,0.001723443011153604,L = 2,-3.0895273827417866
2055,IFE,2,-0.10943840955452211,-0.027347115466066607,-0.0820912940884555,-0.011088454301972757,-0.012911492410506403,0.0018230381085336477,L = 2,-3.0018264335892266
2056,IFE,2,-0.11550081925609668,-0.02778454199927849,-0.08771627725681819,-0.01146606509862956,-0.01342544711538138,0.0019593820167518178,L = 2,-3.157017209752675
2057,IFE,2,-0.1222417133701551,-0.029818504801255252,-0.09242320856889985,-0.011822015202321358,-0.013888946939167226,0.0020669317368458696,L = 2,-3.0995252506761894
2058,IFE,2,-0.12915471073803475,-0.03190695396905763,-0.09724775676897712,-0.012179903899407289,-0.014357999483896102,0.0021780955844888142,L = 2,-3.0478546107310955
2059,IFE,2,-0.13623646614238138,-0.0340447752972356,-0.10219169084514579,-0.012539727352449159,-0.014832604749567975,0.002292877397118815,L = 2,-3.0016849855209253
2060,IFE,2,-0.1434834572321836,-0.03622644091286864,-0.10725701631931495,-0.01290148181474251,-0.015312762736182883,0.002411280921440373,L = 2,-2.9607384445324927
2061,IFE,2,-0.14990582158167232,-0.03548245186684107,-0.11442336971483125,-0.013277456523431588,-0.015827868508277946,0.002550411984846358,L = 2,-3.2247875694791475
2062,IFE,2,-0.15734143692254954,-0.03731225648386194,-0.1200291804386876,-0.013643315203379008,-0.01631952984240041,0.0026762146390213997,L = 2,-3.21688345197246
2063,IFE,2,-0.16492172625898893,-0.03913437691730581,-0.12578734934168312,-0.014011093863292677,-0.016816728625799998,0.002805634762507319,L = 2,-3.2142417805062347
2064,IFE,2,-0.17264236501977837,-0.040940532528977225,-0.13170183249080114,-0.014380789177406397,-0.01731946485847669,0.0029386756810702913,L = 2,-3.2169057009110507
2065,IFE,2,-0.18049889476062775,-0.042722033586276575,-0.13777686117435117,-0.014752397909630264,-0.017827738540430477,0.0030753406308002126,L = 2,-3.224960274798545
2066,IFE,2,-0.1871910794627748,-0.040479936844284525,-0.14671114261849028,-0.015128560862726972,-0.018348012635010263,0.0032194517722832897,L = 2,-3.624292774537884
2067,IFE,2,-0.19518077951012025,-0.04174657163748574,-0.1534342078726345,-0.015504028100377364,-0.01886714454956567,0.0033631164491883052,L = 2,-3.6753726558676365
2068,IFE,2,-0.20328537291181736,-0.04293195763091329,-0.16035341528090408,-0.015881400387456893,-0.01939179830910686,0.003510397921649969,L = 2,-3.7350594785233158
2069,IFE,2,-0.2114998907363166,-0.04402496033494652,-0.16747493040137007,-0.016260674896657716,-0.019921973913633883,0.003661299016976167,L = 2,-3.8040904325001823
2070,IFE,2,-0.2198192787443114,-0.04501401720528064,-0.17480526153903075,-0.016641848889224573,-0.020457671363146704,0.003815822473922132,L = 2,-3.8833517289037727
2071,IFE,2,-0.22662186654458305,-0.04074816907935097,-0.18587369746523208,-0.017015497699428086,-0.020975170631691152,0.003959672932263067,L = 2,-4.561522681013491
2072,IFE,2,-0.23502192880565786,-0.04106052446739783,-0.19396140433826004,-0.017400293405415185,-0.021521049687291145,0.0041207562818759615,L = 2,-4.723792665928219
2073,IFE,2,-0.24350656712394192,-0.04120958469252989,-0.20229698243141203,-0.0177869826789157,-0.022072434707909375,0.004285452028993673,L = 2,-4.908978916938288
2074,IFE,2,-0.2520705007380113,-0.041181538219602576,-0.21088896251840872,-0.018175563175572514,-0.022629325693545865,0.004453762517973353,L = 2,-5.120958847963205
2075,IFE,2,-0.2607084118866674,-0.040962079388310424,-0.21974633249835696,-0.018566032638399954,-0.023191722644200604,0.004625690005800651,L = 2,-5.364628353341534
2076,IFE,2,-0.26746234498019483,-0.034078558992494123,-0.2333837859877007,-0.018933682834311957,-0.02369640333917197,0.004762720504860011,L = 2,-6.848405357723723
2077,IFE,2,-0.27613489455840035,-0.03300677957587628,-0.24312811498252407,-0.019327531666919917,-0.024268244443685465,0.004940712776765548,L = 2,-7.366005351222436
2078,IFE,2,-0.284862570489409,-0.031680295009201664,-0.25318227548020733,-0.019723265818156595,-0.024845575355736293,0.005122309537579698,L = 2,-7.991790335496231
2079,IFE,2,-0.2936400393509213,-0.030082289572361032,-0.2635577497785603,-0.020120883409700252,-0.025428396075324416,0.005307512665624167,L = 2,-8.7612264068062
2080,IFE,2,-0.30246197306788913,-0.028195300170441806,-0.27426667289744733,-0.020520382649361322,-0.02601670660244984,0.005496323953088519,L = 2,-9.727389715289195
2081,IFE,2,-0.309018238284152,-0.018106689168474577,-0.2909115491156774,-0.020880493407653303,-0.02650482445120149,0.005624331043548184,L = 2,-16.066523615050585
2082,IFE,2,-0.3178131556838394,-0.015141139829118022,-0.30267201585472137,-0.02128315610072605,-0.027101893479678944,0.005818737378952892,L = 2,-19.99004165278567
2083,IFE,2,-0.32663474957008143,-0.011813348503936005,-0.3148214010661454,-0.021687698876010752,-0.027704435711440597,0.0060167368354298485,L = 2,-26.649632909860596
2084,IFE,2,-0.335477863500245,-0.008102373070300595,-0.3273754904299444,-0.02209412030494705,-0.028312451146486443,0.006218330841539397,L = 2,-40.40488972668336
2085,IFE,2,-0.34433738180686424,-0.003986342910265117,-0.3403510388965991,-0.02250241904380602,-0.028925939784816525,0.006423520741010503,L = 2,-85.37926780462638
2086,IFE,2,-0.3506678225147656,0.00971152277317855,-0.36037934528794413,-0.02285651422819325,-0.029399469482983272,0.006542955254790023,L = 2,-37.108428173926136
2087,IFE,2,-0.3594566474672293,0.015150309462355738,-0.374606956929585,-0.02326782600981,-0.030021158958730042,0.006753332948920042,L = 2,-24.726026742910964
2088,IFE,2,-0.36824607344104665,0.021080604659991176,-0.3893266781010378,-0.023681015404906375,-0.03064830460515135,0.006967289200244973,L = 2,-18.46847774911978
2089,IFE,2,-0.377031289231069,0.027529182083680936,-0.4045604713147499,-0.02409608141821374,-0.0312809064222472,0.007184825004033463,L = 2,-14.695695283826463
2090,IFE,2,-0.385807550482389,0.03452418119650669,-0.4203317316788957,-0.02451302313793642,-0.03191896441001755,0.007405941272081128,L = 2,-12.174994948799156
2091,IFE,2,-0.39184463832098526,0.052457536167831664,-0.4443021744888169,-0.024859781612601807,-0.032370052942086565,0.007510271329484758,L = 2,-8.469749190418034
2092,IFE,2,-0.4005202092071072,0.06105607083680109,-0.46157628004390827,-0.025279609827410697,-0.03301572996083391,0.007736120133423217,L = 2,-7.559875270678188
2093,IFE,2,-0.4091734077101029,0.07030600829780531,-0.4794794160079082,-0.025701316038134324,-0.03366684609871133,0.007965530060577005,L = 2,-6.8198924617780605
2094,IFE,2,-0.4177998769513469,0.0802423855879193,-0.4980422625392662,-0.02612489966519702,-0.03432340135571877,0.00819850169052175,L = 2,-6.206723029110039
2095,IFE,2,-0.4263953435612702,0.0909022364321117,-0.5172975799933819,-0.026550360211085384,-0.03498539573185622,0.008435035520770838,L = 2,-5.690702454605877
2096,IFE,2,-0.4320099679187779,0.11413235676128353,-0.5461423246800614,-0.026887511227038807,-0.03541113335642824,0.00852362212938943,L = 2,-4.785166452160095
2097,IFE,2,-0.4404543893807623,0.1268727806692458,-0.5673271700500081,-0.027315728815062137,-0.03608019302912569,0.008764464214063553,L = 2,-4.471622416229814
2098,IFE,2,-0.4488562589513706,0.14047648408997992,-0.5893327430413505,-0.02774582741345913,-0.0367546745423552,0.009008847128896073,L = 2,-4.195241266601341
2099,IFE,2,-0.45721175822429116,0.15499071772876527,-0.6122024759530564,-0.028177806841846672,-0.037434577896116775,0.009256771054270106,L = 2,-3.949929937252208
2100,IFE,2,-0.46551716018770606,0.17046567020754622,-0.6359828303952523,-0.028611667000434306,-0.03811990309041039,0.009508236089976085,L = 2,-3.73085577653804
